Ano,Mês,Região,Estação,Energia
2021,10,Norte,Primavera,3201778.23
2021,11,Norte,Primavera,3161072.7900000005
2021,12,Norte,Verão,3159175.4000000004
2022,1,Norte,Verão,3033707.57
2022,2,Norte,Verão,2774942.82
2022,3,Norte,Outono,3003595.52
2022,4,Norte,Outono,2935305.7800000003
2022,5,Norte,Outono,3100010.501
2022,6,Norte,Inverno,3120577.6099999994
2022,7,Norte,Inverno,3254761.24
2022,8,Norte,Inverno,3419567.14
2022,9,Norte,Primavera,3380310.2399999998
2022,10,Norte,Primavera,3421209.949
2022,11,Norte,Primavera,3344483.65
2022,12,Norte,Verão,3309421.01
2023,1,Norte,Verão,3179448.75
2023,2,Norte,Verão,2962051
2023,3,Norte,Outono,3327716.43
2023,4,Norte,Outono,3213742.59
2023,5,Norte,Outono,3393481.43
2023,6,Norte,Inverno,3375363.1399999997
2023,7,Norte,Inverno,3426421.4
2023,8,Norte,Inverno,3601716.97
2023,9,Norte,Primavera,3689266.9299999997
2023,10,Norte,Primavera,3713736.709
2023,11,Norte,Primavera,3628490.86
2023,12,Norte,Verão,3554574.22
2024,1,Norte,Verão,3469530.5599999996
2024,2,Norte,Verão,3313458.3299999996
2024,3,Norte,Outono,3466495.4699999997
2024,4,Norte,Outono,3455924.38
2004,1,Sudeste,Verão,14929524.399999999
2004,2,Sudeste,Verão,14714713.51
2004,3,Sudeste,Outono,14903795.679999998
2004,4,Sudeste,Outono,15501322.96
2004,5,Sudeste,Outono,14906628.719999999
2004,6,Sudeste,Inverno,14898517.41
2004,7,Sudeste,Inverno,15094285.46
2004,8,Sudeste,Inverno,15189574.869999997
2004,9,Sudeste,Primavera,15593685.74
2004,10,Sudeste,Primavera,15839877.16
2004,11,Sudeste,Primavera,15804794.180000002
2004,12,Sudeste,Verão,15750647.949999997
2005,1,Sudeste,Verão,15518488.33
2005,2,Sudeste,Verão,15157054.859999998
2005,3,Sudeste,Outono,15516647.869999997
2005,4,Sudeste,Outono,16304407.599999998
2005,5,Sudeste,Outono,15581963.429999998
2005,6,Sudeste,Inverno,15633866.989999998
2005,7,Sudeste,Inverno,15509118.440000001
2005,8,Sudeste,Inverno,15838516.629999995
2005,9,Sudeste,Primavera,16391988.83
2005,10,Sudeste,Primavera,16074848.55
2005,11,Sudeste,Primavera,16089442.920000002
2005,12,Sudeste,Verão,16116894.270000001
2006,1,Sudeste,Verão,15695620.21
2006,2,Sudeste,Verão,16178817.62
2006,3,Sudeste,Outono,16273216.75
2006,4,Sudeste,Outono,16494218.43
2006,5,Sudeste,Outono,15885834.52
2006,6,Sudeste,Inverno,15969883.010000002
2006,7,Sudeste,Inverno,15981706.52
2006,8,Sudeste,Inverno,16352069.779999997
2006,9,Sudeste,Primavera,16434266.179999998
2006,10,Sudeste,Primavera,16453397.740000002
2006,11,Sudeste,Primavera,16722623.48
2006,12,Sudeste,Verão,16689648.170000004
2007,1,Sudeste,Verão,16699870
2007,2,Sudeste,Verão,16615359
2007,3,Sudeste,Outono,17288542
2007,4,Sudeste,Outono,17761372
2007,5,Sudeste,Outono,17290528
2007,6,Sudeste,Inverno,16890489
2007,7,Sudeste,Inverno,16589542
2007,8,Sudeste,Inverno,16970732
2007,9,Sudeste,Primavera,17585510
2007,10,Sudeste,Primavera,17488650
2007,11,Sudeste,Primavera,17983265
2007,12,Sudeste,Verão,17621312
2008,1,Sudeste,Verão,17157633
2008,2,Sudeste,Verão,17088727
2008,3,Sudeste,Outono,17293931
2008,4,Sudeste,Outono,17284914
2008,5,Sudeste,Outono,17577262
2008,6,Sudeste,Inverno,17180445
2008,7,Sudeste,Inverno,17451996
2008,8,Sudeste,Inverno,17983892
2008,9,Sudeste,Primavera,17869017
2008,10,Sudeste,Primavera,18231987
2008,11,Sudeste,Primavera,18164111
2008,12,Sudeste,Verão,16659849
2009,1,Sudeste,Verão,16124348
2009,2,Sudeste,Verão,16190533
2009,3,Sudeste,Outono,16931565
2009,4,Sudeste,Outono,17027530
2009,5,Sudeste,Outono,16500151
2009,6,Sudeste,Inverno,16330119
2009,7,Sudeste,Inverno,16655879
2009,8,Sudeste,Inverno,17158443
2009,9,Sudeste,Primavera,17516988.1
2009,10,Sudeste,Primavera,17858520
2009,11,Sudeste,Primavera,18058927.4
2009,12,Sudeste,Verão,18201962.2
2010,1,Sudeste,Verão,17684138.3
2010,2,Sudeste,Verão,18113423
2010,3,Sudeste,Outono,18521916
2010,4,Sudeste,Outono,18825122
2010,5,Sudeste,Outono,18240192
2010,6,Sudeste,Inverno,18212704
2010,7,Sudeste,Inverno,17936477
2010,8,Sudeste,Inverno,18656632
2010,9,Sudeste,Primavera,18980234
2010,10,Sudeste,Primavera,18818098
2010,11,Sudeste,Primavera,18709507
2010,12,Sudeste,Verão,19306259
2011,1,Sudeste,Verão,19247694
2011,2,Sudeste,Verão,19218269
2011,3,Sudeste,Outono,19390849
2011,4,Sudeste,Outono,19369031
2011,5,Sudeste,Outono,18908980
2011,6,Sudeste,Inverno,18737534
2011,7,Sudeste,Inverno,18731628
2011,8,Sudeste,Inverno,19249143
2011,9,Sudeste,Primavera,19753623
2011,10,Sudeste,Primavera,19385128
2011,11,Sudeste,Primavera,19378704
2011,12,Sudeste,Verão,19297800
2012,1,Sudeste,Verão,18915418
2012,2,Sudeste,Verão,19327465
2012,3,Sudeste,Outono,20243305
2012,4,Sudeste,Outono,20295686
2012,5,Sudeste,Outono,19244538
2012,6,Sudeste,Inverno,19343073
2012,7,Sudeste,Inverno,18762191
2012,8,Sudeste,Inverno,19393131
2012,9,Sudeste,Primavera,19904342
2012,10,Sudeste,Primavera,19837975
2012,11,Sudeste,Primavera,20485581
2012,12,Sudeste,Verão,19506176
2013,1,Sudeste,Verão,20089886
2013,2,Sudeste,Verão,19775484
2013,3,Sudeste,Outono,19907218
2013,4,Sudeste,Outono,20097448
2013,5,Sudeste,Outono,19911821
2013,6,Sudeste,Inverno,19652655
2013,7,Sudeste,Inverno,19331509
2013,8,Sudeste,Inverno,19838087
2013,9,Sudeste,Primavera,20027335
2013,10,Sudeste,Primavera,20325563
2013,11,Sudeste,Primavera,20765973
2013,12,Sudeste,Verão,20381824
2014,1,Sudeste,Verão,20704340
2014,2,Sudeste,Verão,21763013
2014,3,Sudeste,Outono,20786600
2014,4,Sudeste,Outono,20451935
2014,5,Sudeste,Outono,20068194
2014,6,Sudeste,Inverno,19293127
2014,7,Sudeste,Inverno,19111350
2014,8,Sudeste,Inverno,19438306
2014,9,Sudeste,Primavera,19529007
2014,10,Sudeste,Primavera,20304956
2014,11,Sudeste,Primavera,20968110
2014,12,Sudeste,Verão,20098588
2015,1,Sudeste,Verão,20943263.25
2015,2,Sudeste,Verão,20869826.87
2015,3,Sudeste,Outono,20150053.41
2015,4,Sudeste,Outono,20215138.02
2015,5,Sudeste,Outono,19296451.63
2015,6,Sudeste,Inverno,18752590.64
2015,7,Sudeste,Inverno,18532921.47
2015,8,Sudeste,Inverno,19084994.17
2015,9,Sudeste,Primavera,18919408.01
2015,10,Sudeste,Primavera,19814545.94
2015,11,Sudeste,Primavera,19836832.099999998
2015,12,Sudeste,Verão,19359381.939999998
2016,1,Sudeste,Verão,19314000.68
2016,2,Sudeste,Verão,19495060.04
2016,3,Sudeste,Outono,19611353.62
2016,4,Sudeste,Outono,20520225.2
2016,5,Sudeste,Outono,19303127.16
2016,6,Sudeste,Inverno,18651588.86
2016,7,Sudeste,Inverno,18388987.38
2016,8,Sudeste,Inverno,18711601.76
2016,9,Sudeste,Primavera,19239375
2016,10,Sudeste,Primavera,19147567.9
2016,11,Sudeste,Primavera,19361478.46
2016,12,Sudeste,Verão,19268368.88
2017,1,Sudeste,Verão,19686157.259999998
2017,2,Sudeste,Verão,19583907.14
2017,3,Sudeste,Outono,20172690.959999997
2017,4,Sudeste,Outono,19877597.32
2017,5,Sudeste,Outono,18885259.02
2017,6,Sudeste,Inverno,18859514.270000003
2017,7,Sudeste,Inverno,18492331.66
2017,8,Sudeste,Inverno,18499902.09
2017,9,Sudeste,Primavera,19351380.89
2017,10,Sudeste,Primavera,19442583.31
2017,11,Sudeste,Primavera,19915401.05
2017,12,Sudeste,Verão,19748006.099999998
2018,1,Sudeste,Verão,20078364.460000005
2018,2,Sudeste,Verão,19689599.590000004
2018,3,Sudeste,Outono,20852952.930000003
2018,4,Sudeste,Outono,20732785.770000003
2018,5,Sudeste,Outono,19736423.810000006
2018,6,Sudeste,Inverno,19179160.04
2018,7,Sudeste,Inverno,19272778.68
2018,8,Sudeste,Inverno,19378187.369999997
2018,9,Sudeste,Primavera,19599718.169999998
2018,10,Sudeste,Primavera,20110168.82
2018,11,Sudeste,Primavera,20154428.67
2018,12,Sudeste,Verão,20021514.689999998
2019,1,Sudeste,Verão,20965937.5
2019,2,Sudeste,Verão,20584521.409999996
2019,3,Sudeste,Outono,20626329.709999993
2019,4,Sudeste,Outono,19827659.31
2019,5,Sudeste,Outono,20187002.549999997
2019,6,Sudeste,Inverno,18980779.55
2019,7,Sudeste,Inverno,18699587.519999996
2019,8,Sudeste,Inverno,18900144.569999997
2019,9,Sudeste,Primavera,19292022.249999996
2019,10,Sudeste,Primavera,20170884.3
2019,11,Sudeste,Primavera,20623038.89
2019,12,Sudeste,Verão,19593151.18
2020,1,Sudeste,Verão,20157502.180000003
2020,2,Sudeste,Verão,19994440.4
2020,3,Sudeste,Outono,20221091.040000003
2020,4,Sudeste,Outono,18064679.860000003
2020,5,Sudeste,Outono,17378115.140000004
2020,6,Sudeste,Inverno,17315901.33
2020,7,Sudeste,Inverno,18381116.009999998
2020,8,Sudeste,Inverno,19324707.43
2020,9,Sudeste,Primavera,19785077.390000004
2020,10,Sudeste,Primavera,21224406.630000003
2020,11,Sudeste,Primavera,20377363.41
2020,12,Sudeste,Verão,20807480.840000004
2021,1,Sudeste,Verão,21497694.92
2021,2,Sudeste,Verão,20562262.520000003
2021,3,Sudeste,Outono,21988991.290999994
2021,4,Sudeste,Outono,21061906.689999998
2021,5,Sudeste,Outono,19953594.76
2021,6,Sudeste,Inverno,19751840.64
2021,7,Sudeste,Inverno,19528232.239
2021,8,Sudeste,Inverno,19800843.510999996
2021,9,Sudeste,Primavera,20664259.57
2021,10,Sudeste,Primavera,20795883.880000003
2021,11,Sudeste,Primavera,20237020.560000002
2021,12,Sudeste,Verão,20723919.669999998
2022,1,Sudeste,Verão,20474247.440000005
2022,2,Sudeste,Verão,20326411.77
2022,3,Sudeste,Outono,22069843.080000006
2022,4,Sudeste,Outono,21718099.509999998
2022,5,Sudeste,Outono,20788847.08
2022,6,Sudeste,Inverno,19924574.97
2022,7,Sudeste,Inverno,19948620.89
2022,8,Sudeste,Inverno,20376354.57
2022,9,Sudeste,Primavera,20442843.669999998
2022,10,Sudeste,Primavera,20496294.56
2022,11,Sudeste,Primavera,20581355.78
2022,12,Sudeste,Verão,20763406.39
2023,1,Sudeste,Verão,20159474.99
2023,2,Sudeste,Verão,20762179.831000004
2023,3,Sudeste,Outono,22083389.151
2023,4,Sudeste,Outono,21706203.680000003
2023,5,Sudeste,Outono,20584052.929999996
2023,6,Sudeste,Inverno,20480714.120000005
2023,7,Sudeste,Inverno,20135946.169999998
2023,8,Sudeste,Inverno,20744961.099999994
2023,9,Sudeste,Primavera,21190186.369999997
2023,10,Sudeste,Primavera,22135334.860000003
2023,11,Sudeste,Primavera,22489273.85
2023,12,Sudeste,Verão,22841022.75
2024,1,Sudeste,Verão,22368249.72
2024,2,Sudeste,Verão,22055645.830000002
2024,3,Sudeste,Outono,23022452.700000007
2024,4,Sudeste,Outono,22685707.968999997
2004,1,Sul,Verão,4510113.04
2004,2,Sul,Verão,4690227.859999999
2004,3,Sul,Outono,4898770.4
2004,4,Sul,Outono,4873311.140000001
2004,5,Sul,Outono,4723026.16
2004,6,Sul,Inverno,4556563.56
2004,7,Sul,Inverno,4598792.890000001
2004,8,Sul,Inverno,4653182.4399999995
2004,9,Sul,Primavera,4654411.58
2004,10,Sul,Primavera,4590697.5
2004,11,Sul,Primavera,4529419.23
2004,12,Sul,Verão,4665214.36
2005,1,Sul,Verão,4809416.19
2005,2,Sul,Verão,4966585.859999999
2005,3,Sul,Outono,5069873.21
2005,4,Sul,Outono,4997008.14
2005,5,Sul,Outono,4799820.58
2005,6,Sul,Inverno,4760323.789999999
2005,7,Sul,Inverno,4724562.06
2005,8,Sul,Inverno,4743658.99
2005,9,Sul,Primavera,4654131.24
2005,10,Sul,Primavera,4668762.35
2005,11,Sul,Primavera,4748342.43
2005,12,Sul,Verão,4948742.880000002
2006,1,Sul,Verão,4927599.7700000005
2006,2,Sul,Verão,5187222.33
2006,3,Sul,Outono,5211509.389999999
2006,4,Sul,Outono,5062542.87
2006,5,Sul,Outono,4807141
2006,6,Sul,Inverno,4879785.7700000005
2006,7,Sul,Inverno,4847373.099999999
2006,8,Sul,Inverno,4957961.01
2006,9,Sul,Primavera,4841502.43
2006,10,Sul,Primavera,4852384.500000001
2006,11,Sul,Primavera,5043949.260000001
2006,12,Sul,Verão,5074875.269999999
2007,1,Sul,Verão,5203429
2007,2,Sul,Verão,5351937
2007,3,Sul,Outono,5424059
2007,4,Sul,Outono,5404659
2007,5,Sul,Outono,5219841
2007,6,Sul,Inverno,5114607
2007,7,Sul,Inverno,5056898
2007,8,Sul,Inverno,5194645
2007,9,Sul,Primavera,5157841
2007,10,Sul,Primavera,5240394
2007,11,Sul,Primavera,5294910
2007,12,Sul,Verão,5333163
2008,1,Sul,Verão,5491078
2008,2,Sul,Verão,5689547
2008,3,Sul,Outono,5723834
2008,4,Sul,Outono,5604344
2008,5,Sul,Outono,5382338
2008,6,Sul,Inverno,5368281
2008,7,Sul,Inverno,5419027
2008,8,Sul,Inverno,5520183
2008,9,Sul,Primavera,5412749
2008,10,Sul,Primavera,5481462
2008,11,Sul,Primavera,5441085
2008,12,Sul,Verão,5366031
2009,1,Sul,Verão,5279472
2009,2,Sul,Verão,5465140
2009,3,Sul,Outono,5742612
2009,4,Sul,Outono,5671556
2009,5,Sul,Outono,5266440
2009,6,Sul,Inverno,5261043
2009,7,Sul,Inverno,5315045
2009,8,Sul,Inverno,5392188
2009,9,Sul,Primavera,5362624
2009,10,Sul,Primavera,5440950
2009,11,Sul,Primavera,5591816
2009,12,Sul,Verão,5739383
2010,1,Sul,Verão,5798706.31
2010,2,Sul,Verão,5979347
2010,3,Sul,Outono,6199985
2010,4,Sul,Outono,5982263
2010,5,Sul,Outono,5730901
2010,6,Sul,Inverno,5652619
2010,7,Sul,Inverno,5706940
2010,8,Sul,Inverno,5755499
2010,9,Sul,Primavera,5711562.5
2010,10,Sul,Primavera,5628306.46
2010,11,Sul,Primavera,5758555.6899999995
2010,12,Sul,Verão,6029230.6899999995
2011,1,Sul,Verão,6285133
2011,2,Sul,Verão,6504407
2011,3,Sul,Outono,6435946
2011,4,Sul,Outono,6183233
2011,5,Sul,Outono,6147984
2011,6,Sul,Inverno,6011171
2011,7,Sul,Inverno,6081811
2011,8,Sul,Inverno,6177576
2011,9,Sul,Primavera,6133865
2011,10,Sul,Primavera,6118714
2011,11,Sul,Primavera,6045746
2011,12,Sul,Verão,6344201
2012,1,Sul,Verão,6353277.2
2012,2,Sul,Verão,6812782.48
2012,3,Sul,Outono,7026116.29
2012,4,Sul,Outono,6534981.31
2012,5,Sul,Outono,6141746.88
2012,6,Sul,Inverno,6180121.28
2012,7,Sul,Inverno,6188904.29
2012,8,Sul,Inverno,6391480.82
2012,9,Sul,Primavera,6340228.95
2012,10,Sul,Primavera,6251817.67
2012,11,Sul,Primavera,6543891.56
2012,12,Sul,Verão,6725279.41
2013,1,Sul,Verão,6617103
2013,2,Sul,Verão,6948499
2013,3,Sul,Outono,6833953
2013,4,Sul,Outono,6572123
2013,5,Sul,Outono,6613672
2013,6,Sul,Inverno,6498366
2013,7,Sul,Inverno,6544154
2013,8,Sul,Inverno,6797218
2013,9,Sul,Primavera,6572961
2013,10,Sul,Primavera,6654874
2013,11,Sul,Primavera,6849526
2013,12,Sul,Verão,6885986
2014,1,Sul,Verão,7333087
2014,2,Sul,Verão,8019594
2014,3,Sul,Outono,7281924
2014,4,Sul,Outono,7007480
2014,5,Sul,Outono,6794930
2014,6,Sul,Inverno,6627215
2014,7,Sul,Inverno,6639960
2014,8,Sul,Inverno,6872774
2014,9,Sul,Primavera,6787415
2014,10,Sul,Primavera,6922704
2014,11,Sul,Primavera,7264836
2014,12,Sul,Verão,7266585
2015,1,Sul,Verão,7330738.32
2015,2,Sul,Verão,7665269.3
2015,3,Sul,Outono,7278854
2015,4,Sul,Outono,7236051.6
2015,5,Sul,Outono,6683610.3
2015,6,Sul,Inverno,6567886
2015,7,Sul,Inverno,6446540
2015,8,Sul,Inverno,6648543.5
2015,9,Sul,Primavera,6494009.35
2015,10,Sul,Primavera,6561338.84
2015,11,Sul,Primavera,6636695.54
2015,12,Sul,Verão,6604791.22
2016,1,Sul,Verão,6978391.33
2016,2,Sul,Verão,7406977.5200000005
2016,3,Sul,Outono,7259987.59
2016,4,Sul,Outono,7326166.4799999995
2016,5,Sul,Outono,6859486.78
2016,6,Sul,Inverno,6644135.8
2016,7,Sul,Inverno,6665439.9
2016,8,Sul,Inverno,6609796.8
2016,9,Sul,Primavera,6587723.5
2016,10,Sul,Primavera,6452385.1899999995
2016,11,Sul,Primavera,6690297.96
2016,12,Sul,Verão,6944869.4
2017,1,Sul,Verão,7307446.3
2017,2,Sul,Verão,7520745.57
2017,3,Sul,Outono,7845156.26
2017,4,Sul,Outono,7275839.72
2017,5,Sul,Outono,6691196.25
2017,6,Sul,Inverno,6804976.2
2017,7,Sul,Inverno,6751139.17
2017,8,Sul,Inverno,6880099.3
2017,9,Sul,Primavera,6981237.5
2017,10,Sul,Primavera,6878050.1
2017,11,Sul,Primavera,6932667.6
2017,12,Sul,Verão,7128627.7
2018,1,Sul,Verão,7526624.319999999
2018,2,Sul,Verão,7571526.529999999
2018,3,Sul,Outono,7771959.059999999
2018,4,Sul,Outono,7527392.069999999
2018,5,Sul,Outono,7190266.670000001
2018,6,Sul,Inverno,6899775.49
2018,7,Sul,Inverno,7049955.93
2018,8,Sul,Inverno,7142685.819999998
2018,9,Sul,Primavera,6955336.27
2018,10,Sul,Primavera,7087909.8100000005
2018,11,Sul,Primavera,7173508.069999999
2018,12,Sul,Verão,7276982.62
2019,1,Sul,Verão,8000635.0600000005
2019,2,Sul,Verão,8131096.279999998
2019,3,Sul,Outono,7767428.41
2019,4,Sul,Outono,7470885.5
2019,5,Sul,Outono,7374881.39
2019,6,Sul,Inverno,7058333.919999998
2019,7,Sul,Inverno,7081184.789999999
2019,8,Sul,Inverno,7169974.359999999
2019,9,Sul,Primavera,7031952.630999999
2019,10,Sul,Primavera,7346734.09
2019,11,Sul,Primavera,7520829.950000001
2019,12,Sul,Verão,7467002.399999999
2020,1,Sul,Verão,7980474.770099999
2020,2,Sul,Verão,8120195.39
2020,3,Sul,Outono,7950412.569
2020,4,Sul,Outono,7081306.47
2020,5,Sul,Outono,6672169.1400999995
2020,6,Sul,Inverno,6566358.790000001
2020,7,Sul,Inverno,6979429.558999998
2020,8,Sul,Inverno,7110002.59
2020,9,Sul,Primavera,7263502.489999999
2020,10,Sul,Primavera,7519420.3100000005
2020,11,Sul,Primavera,7616849.5099
2020,12,Sul,Verão,7842892.709999998
2021,1,Sul,Verão,8117258.05
2021,2,Sul,Verão,7972092.380000002
2021,3,Sul,Outono,8257890.369999999
2021,4,Sul,Outono,8114934.320000001
2021,5,Sul,Outono,7579901.759999999
2021,6,Sul,Inverno,7330462.949999998
2021,7,Sul,Inverno,7472283.811
2021,8,Sul,Inverno,7611805.359000001
2021,9,Sul,Primavera,7349094.32
2021,10,Sul,Primavera,7447105.851000001
2021,11,Sul,Primavera,7611454.381000002
2021,12,Sul,Verão,7896308.779999999
2022,1,Sul,Verão,8500828.26
2022,2,Sul,Verão,8547847.719999999
2022,3,Sul,Outono,8768559.93
2022,4,Sul,Outono,7909914.340000001
2022,5,Sul,Outono,7536736.120000001
2022,6,Sul,Inverno,7594186.448999998
2022,7,Sul,Inverno,7629542.6
2022,8,Sul,Inverno,7645256.150000001
2022,9,Sul,Primavera,7536751.849999998
2022,10,Sul,Primavera,7417894.200000001
2022,11,Sul,Primavera,7584501.74
2022,12,Sul,Verão,8011390.739999999
2023,1,Sul,Verão,8304697.21
2023,2,Sul,Verão,8623366.1601
2023,3,Sul,Outono,8953570.25
2023,4,Sul,Outono,8645236.81
2023,5,Sul,Outono,7868683.14
2023,6,Sul,Inverno,7697984.850000001
2023,7,Sul,Inverno,7705370.51
2023,8,Sul,Inverno,7787582.83
2023,9,Sul,Primavera,7809609.301
2023,10,Sul,Primavera,8042208.960000001
2023,11,Sul,Primavera,8039109.220000001
2023,12,Sul,Verão,8365523.170000001
2024,1,Sul,Verão,8896396.660999998
2024,2,Sul,Verão,9152087.220099999
2024,3,Sul,Outono,9355275.2189
2024,4,Sul,Outono,9077472.571
